flight_id,user_id,class,seat,number,qr_code_link
49,234,economy,1B,TKT-49-234,https://example.com/qr/49/234
56,235,premium economy,1B,TKT-56-235,https://example.com/qr/56/235
63,236,premium economy,1A,TKT-63-236,https://example.com/qr/63/236
33,237,first,1B,TKT-33-237,https://example.com/qr/33/237
2,238,first,1B,TKT-2-238,https://example.com/qr/2/238
68,239,first,1B,TKT-68-239,https://example.com/qr/68/239
99,240,first,1A,TKT-99-240,https://example.com/qr/99/240
48,241,first,1E,TKT-48-241,https://example.com/qr/48/241
81,242,first,1D,TKT-81-242,https://example.com/qr/81/242
19,243,business,1C,TKT-19-243,https://example.com/qr/19/243
49,244,premium economy,1C,TKT-49-244,https://example.com/qr/49/244
8,245,economy,1C,TKT-8-245,https://example.com/qr/8/245
24,246,economy,1B,TKT-24-246,https://example.com/qr/24/246
38,247,business,1C,TKT-38-247,https://example.com/qr/38/247
41,248,business,1B,TKT-41-248,https://example.com/qr/41/248
75,249,business,1B,TKT-75-249,https://example.com/qr/75/249
17,250,business,1B,TKT-17-250,https://example.com/qr/17/250
77,251,business,1D,TKT-77-251,https://example.com/qr/77/251
22,252,economy,1D,TKT-22-252,https://example.com/qr/22/252
94,253,premium economy,1D,TKT-94-253,https://example.com/qr/94/253
25,254,first,1C,TKT-25-254,https://example.com/qr/25/254
90,255,economy,1D,TKT-90-255,https://example.com/qr/90/255
90,256,business,1E,TKT-90-256,https://example.com/qr/90/256
60,257,first,1C,TKT-60-257,https://example.com/qr/60/257
84,258,business,1A,TKT-84-258,https://example.com/qr/84/258
54,259,business,1D,TKT-54-259,https://example.com/qr/54/259
73,260,premium economy,1B,TKT-73-260,https://example.com/qr/73/260
72,261,premium economy,1C,TKT-72-261,https://example.com/qr/72/261
47,262,first,1A,TKT-47-262,https://example.com/qr/47/262
44,263,first,1A,TKT-44-263,https://example.com/qr/44/263
37,264,business,1A,TKT-37-264,https://example.com/qr/37/264
96,265,business,1B,TKT-96-265,https://example.com/qr/96/265
18,266,first,1B,TKT-18-266,https://example.com/qr/18/266
35,267,first,1B,TKT-35-267,https://example.com/qr/35/267
6,268,premium economy,1C,TKT-6-268,https://example.com/qr/6/268
28,269,economy,1A,TKT-28-269,https://example.com/qr/28/269
77,270,premium economy,1E,TKT-77-270,https://example.com/qr/77/270
65,271,business,1C,TKT-65-271,https://example.com/qr/65/271
88,272,first,1B,TKT-88-272,https://example.com/qr/88/272
45,273,premium economy,1B,TKT-45-273,https://example.com/qr/45/273
35,274,first,1C,TKT-35-274,https://example.com/qr/35/274
12,275,first,1E,TKT-12-275,https://example.com/qr/12/275
91,276,first,1C,TKT-91-276,https://example.com/qr/91/276
77,277,economy,1F,TKT-77-277,https://example.com/qr/77/277
66,278,business,1B,TKT-66-278,https://example.com/qr/66/278
37,279,economy,1B,TKT-37-279,https://example.com/qr/37/279
90,280,first,1F,TKT-90-280,https://example.com/qr/90/280
40,281,premium economy,1B,TKT-40-281,https://example.com/qr/40/281
79,282,business,1A,TKT-79-282,https://example.com/qr/79/282
16,284,economy,1E,TKT-16-284,https://example.com/qr/16/284
12,285,business,1F,TKT-12-285,https://example.com/qr/12/285
29,286,premium economy,1C,TKT-29-286,https://example.com/qr/29/286
4,287,premium economy,1C,TKT-4-287,https://example.com/qr/4/287
33,288,economy,1C,TKT-33-288,https://example.com/qr/33/288
70,289,first,1C,TKT-70-289,https://example.com/qr/70/289
25,290,business,1D,TKT-25-290,https://example.com/qr/25/290
99,291,economy,1B,TKT-99-291,https://example.com/qr/99/291
4,292,business,1D,TKT-4-292,https://example.com/qr/4/292
33,293,business,1D,TKT-33-293,https://example.com/qr/33/293
53,294,premium economy,1E,TKT-53-294,https://example.com/qr/53/294
93,295,business,1B,TKT-93-295,https://example.com/qr/93/295
94,296,economy,1E,TKT-94-296,https://example.com/qr/94/296
14,297,premium economy,1A,TKT-14-297,https://example.com/qr/14/297
70,298,premium economy,1D,TKT-70-298,https://example.com/qr/70/298
43,299,business,1A,TKT-43-299,https://example.com/qr/43/299
33,300,economy,1E,TKT-33-300,https://example.com/qr/33/300
14,301,economy,1B,TKT-14-301,https://example.com/qr/14/301
48,302,premium economy,1F,TKT-48-302,https://example.com/qr/48/302
90,303,business,2A,TKT-90-303,https://example.com/qr/90/303
46,304,business,1A,TKT-46-304,https://example.com/qr/46/304
28,305,economy,1B,TKT-28-305,https://example.com/qr/28/305
20,306,business,1B,TKT-20-306,https://example.com/qr/20/306
53,307,first,1F,TKT-53-307,https://example.com/qr/53/307
50,308,business,1B,TKT-50-308,https://example.com/qr/50/308
46,309,business,1B,TKT-46-309,https://example.com/qr/46/309
21,310,first,1C,TKT-21-310,https://example.com/qr/21/310
21,311,business,1D,TKT-21-311,https://example.com/qr/21/311
19,312,first,1D,TKT-19-312,https://example.com/qr/19/312
93,313,business,1C,TKT-93-313,https://example.com/qr/93/313
36,314,economy,1D,TKT-36-314,https://example.com/qr/36/314
60,315,premium economy,1D,TKT-60-315,https://example.com/qr/60/315
44,316,economy,1B,TKT-44-316,https://example.com/qr/44/316
87,317,premium economy,1B,TKT-87-317,https://example.com/qr/87/317
12,318,first,2A,TKT-12-318,https://example.com/qr/12/318
16,319,economy,1F,TKT-16-319,https://example.com/qr/16/319
69,320,business,1D,TKT-69-320,https://example.com/qr/69/320
18,321,economy,1C,TKT-18-321,https://example.com/qr/18/321
96,322,premium economy,1C,TKT-96-322,https://example.com/qr/96/322
97,323,economy,1F,TKT-97-323,https://example.com/qr/97/323
61,324,business,1E,TKT-61-324,https://example.com/qr/61/324
43,325,business,1B,TKT-43-325,https://example.com/qr/43/325
100,326,first,1D,TKT-100-326,https://example.com/qr/100/326
65,327,first,1D,TKT-65-327,https://example.com/qr/65/327
34,328,business,1D,TKT-34-328,https://example.com/qr/34/328
11,329,premium economy,1B,TKT-11-329,https://example.com/qr/11/329
50,330,business,1C,TKT-50-330,https://example.com/qr/50/330
48,331,business,2A,TKT-48-331,https://example.com/qr/48/331
54,332,premium economy,1E,TKT-54-332,https://example.com/qr/54/332
26,333,business,2A,TKT-26-333,https://example.com/qr/26/333
7,334,first,1B,TKT-7-334,https://example.com/qr/7/334
31,335,premium economy,1B,TKT-31-335,https://example.com/qr/31/335
27,336,economy,1B,TKT-27-336,https://example.com/qr/27/336
55,337,business,1A,TKT-55-337,https://example.com/qr/55/337
26,338,premium economy,2B,TKT-26-338,https://example.com/qr/26/338
24,339,economy,1C,TKT-24-339,https://example.com/qr/24/339
68,340,first,1C,TKT-68-340,https://example.com/qr/68/340
24,341,economy,1D,TKT-24-341,https://example.com/qr/24/341
77,342,economy,2A,TKT-77-342,https://example.com/qr/77/342
67,343,business,1B,TKT-67-343,https://example.com/qr/67/343
94,344,business,1F,TKT-94-344,https://example.com/qr/94/344
7,345,premium economy,1C,TKT-7-345,https://example.com/qr/7/345
94,346,economy,2A,TKT-94-346,https://example.com/qr/94/346
86,347,economy,1A,TKT-86-347,https://example.com/qr/86/347
37,348,first,1C,TKT-37-348,https://example.com/qr/37/348
62,349,first,1A,TKT-62-349,https://example.com/qr/62/349
51,350,economy,1C,TKT-51-350,https://example.com/qr/51/350
5,351,premium economy,1D,TKT-5-351,https://example.com/qr/5/351
86,352,premium economy,1B,TKT-86-352,https://example.com/qr/86/352
62,353,business,1B,TKT-62-353,https://example.com/qr/62/353
42,354,business,1B,TKT-42-354,https://example.com/qr/42/354
9,355,economy,1A,TKT-9-355,https://example.com/qr/9/355
9,356,economy,1B,TKT-9-356,https://example.com/qr/9/356
12,357,first,2B,TKT-12-357,https://example.com/qr/12/357
65,358,premium economy,1E,TKT-65-358,https://example.com/qr/65/358
72,359,economy,1D,TKT-72-359,https://example.com/qr/72/359
85,360,premium economy,1B,TKT-85-360,https://example.com/qr/85/360
63,361,first,1B,TKT-63-361,https://example.com/qr/63/361
3,362,premium economy,1B,TKT-3-362,https://example.com/qr/3/362
65,363,first,1F,TKT-65-363,https://example.com/qr/65/363
65,364,business,2A,TKT-65-364,https://example.com/qr/65/364
35,365,economy,1D,TKT-35-365,https://example.com/qr/35/365
2,366,business,1C,TKT-2-366,https://example.com/qr/2/366
81,367,economy,1E,TKT-81-367,https://example.com/qr/81/367
1,368,first,1D,TKT-1-368,https://example.com/qr/1/368
49,369,first,1D,TKT-49-369,https://example.com/qr/49/369
14,370,business,1C,TKT-14-370,https://example.com/qr/14/370
79,371,first,1B,TKT-79-371,https://example.com/qr/79/371
57,372,business,1B,TKT-57-372,https://example.com/qr/57/372
2,373,premium economy,1D,TKT-2-373,https://example.com/qr/2/373
48,374,economy,2B,TKT-48-374,https://example.com/qr/48/374
10,375,premium economy,1C,TKT-10-375,https://example.com/qr/10/375
48,376,premium economy,2C,TKT-48-376,https://example.com/qr/48/376
19,377,business,1E,TKT-19-377,https://example.com/qr/19/377
83,378,business,1C,TKT-83-378,https://example.com/qr/83/378
84,379,premium economy,1B,TKT-84-379,https://example.com/qr/84/379
18,380,premium economy,1D,TKT-18-380,https://example.com/qr/18/380
54,381,business,1F,TKT-54-381,https://example.com/qr/54/381
97,382,economy,2A,TKT-97-382,https://example.com/qr/97/382
38,383,first,1D,TKT-38-383,https://example.com/qr/38/383
11,384,premium economy,1C,TKT-11-384,https://example.com/qr/11/384
50,385,first,1D,TKT-50-385,https://example.com/qr/50/385
51,386,economy,1D,TKT-51-386,https://example.com/qr/51/386
36,387,premium economy,1E,TKT-36-387,https://example.com/qr/36/387
26,388,business,2C,TKT-26-388,https://example.com/qr/26/388
17,389,business,1C,TKT-17-389,https://example.com/qr/17/389
83,390,premium economy,1D,TKT-83-390,https://example.com/qr/83/390
26,391,first,2D,TKT-26-391,https://example.com/qr/26/391
53,392,economy,2A,TKT-53-392,https://example.com/qr/53/392
19,393,economy,1F,TKT-19-393,https://example.com/qr/19/393
32,394,premium economy,1B,TKT-32-394,https://example.com/qr/32/394
66,395,economy,1C,TKT-66-395,https://example.com/qr/66/395
7,396,premium economy,1D,TKT-7-396,https://example.com/qr/7/396
96,397,business,1D,TKT-96-397,https://example.com/qr/96/397
79,398,premium economy,1C,TKT-79-398,https://example.com/qr/79/398
97,399,first,2B,TKT-97-399,https://example.com/qr/97/399
11,400,first,1D,TKT-11-400,https://example.com/qr/11/400
79,401,premium economy,1D,TKT-79-401,https://example.com/qr/79/401
18,402,business,1E,TKT-18-402,https://example.com/qr/18/402
39,403,economy,1C,TKT-39-403,https://example.com/qr/39/403
40,404,first,1C,TKT-40-404,https://example.com/qr/40/404
85,405,economy,1C,TKT-85-405,https://example.com/qr/85/405
34,406,first,1E,TKT-34-406,https://example.com/qr/34/406
52,407,first,1B,TKT-52-407,https://example.com/qr/52/407
54,408,premium economy,2A,TKT-54-408,https://example.com/qr/54/408
74,409,premium economy,1B,TKT-74-409,https://example.com/qr/74/409
39,410,business,1D,TKT-39-410,https://example.com/qr/39/410
100,411,premium economy,1E,TKT-100-411,https://example.com/qr/100/411
59,412,premium economy,1B,TKT-59-412,https://example.com/qr/59/412
31,413,economy,1C,TKT-31-413,https://example.com/qr/31/413
49,414,premium economy,1E,TKT-49-414,https://example.com/qr/49/414
98,415,economy,1D,TKT-98-415,https://example.com/qr/98/415
32,416,first,1C,TKT-32-416,https://example.com/qr/32/416
46,417,economy,1C,TKT-46-417,https://example.com/qr/46/417
78,418,business,1C,TKT-78-418,https://example.com/qr/78/418
91,419,economy,1D,TKT-91-419,https://example.com/qr/91/419
87,420,first,1C,TKT-87-420,https://example.com/qr/87/420
10,421,premium economy,1D,TKT-10-421,https://example.com/qr/10/421
78,422,business,1D,TKT-78-422,https://example.com/qr/78/422
31,423,business,1D,TKT-31-423,https://example.com/qr/31/423
36,424,first,1F,TKT-36-424,https://example.com/qr/36/424
30,425,first,1E,TKT-30-425,https://example.com/qr/30/425
49,426,business,1F,TKT-49-426,https://example.com/qr/49/426
95,427,premium economy,1A,TKT-95-427,https://example.com/qr/95/427
73,428,first,1C,TKT-73-428,https://example.com/qr/73/428
26,429,first,2E,TKT-26-429,https://example.com/qr/26/429
62,430,economy,1C,TKT-62-430,https://example.com/qr/62/430
99,431,economy,1C,TKT-99-431,https://example.com/qr/99/431
3,432,economy,1C,TKT-3-432,https://example.com/qr/3/432
88,433,first,1C,TKT-88-433,https://example.com/qr/88/433
38,434,economy,1E,TKT-38-434,https://example.com/qr/38/434
58,435,premium economy,1A,TKT-58-435,https://example.com/qr/58/435
91,436,business,1E,TKT-91-436,https://example.com/qr/91/436
62,437,economy,1D,TKT-62-437,https://example.com/qr/62/437
64,438,premium economy,1C,TKT-64-438,https://example.com/qr/64/438
21,439,economy,1E,TKT-21-439,https://example.com/qr/21/439
8,440,business,1D,TKT-8-440,https://example.com/qr/8/440
12,441,business,2C,TKT-12-441,https://example.com/qr/12/441
61,442,premium economy,1F,TKT-61-442,https://example.com/qr/61/442
68,443,first,1D,TKT-68-443,https://example.com/qr/68/443
6,444,business,1D,TKT-6-444,https://example.com/qr/6/444
25,445,economy,1E,TKT-25-445,https://example.com/qr/25/445
84,446,economy,1C,TKT-84-446,https://example.com/qr/84/446
27,447,economy,1C,TKT-27-447,https://example.com/qr/27/447
21,448,first,1F,TKT-21-448,https://example.com/qr/21/448
87,449,business,1D,TKT-87-449,https://example.com/qr/87/449
48,450,economy,2D,TKT-48-450,https://example.com/qr/48/450
95,451,premium economy,1B,TKT-95-451,https://example.com/qr/95/451
28,452,economy,1C,TKT-28-452,https://example.com/qr/28/452
45,453,economy,1C,TKT-45-453,https://example.com/qr/45/453
51,454,first,1E,TKT-51-454,https://example.com/qr/51/454
8,455,premium economy,1E,TKT-8-455,https://example.com/qr/8/455
13,456,economy,1C,TKT-13-456,https://example.com/qr/13/456
54,457,first,2B,TKT-54-457,https://example.com/qr/54/457
27,458,first,1D,TKT-27-458,https://example.com/qr/27/458
53,459,economy,2B,TKT-53-459,https://example.com/qr/53/459
46,460,first,1D,TKT-46-460,https://example.com/qr/46/460
37,461,economy,1D,TKT-37-461,https://example.com/qr/37/461
67,462,business,1C,TKT-67-462,https://example.com/qr/67/462
87,463,first,1E,TKT-87-463,https://example.com/qr/87/463
14,464,first,1D,TKT-14-464,https://example.com/qr/14/464
15,465,business,1B,TKT-15-465,https://example.com/qr/15/465
94,466,first,2B,TKT-94-466,https://example.com/qr/94/466
26,467,first,2F,TKT-26-467,https://example.com/qr/26/467
19,468,premium economy,2A,TKT-19-468,https://example.com/qr/19/468
3,469,first,1D,TKT-3-469,https://example.com/qr/3/469
12,470,premium economy,2D,TKT-12-470,https://example.com/qr/12/470
55,471,premium economy,1B,TKT-55-471,https://example.com/qr/55/471
48,472,business,2E,TKT-48-472,https://example.com/qr/48/472
1,473,business,1E,TKT-1-473,https://example.com/qr/1/473
28,474,first,1D,TKT-28-474,https://example.com/qr/28/474
78,475,business,1E,TKT-78-475,https://example.com/qr/78/475
52,476,first,1C,TKT-52-476,https://example.com/qr/52/476
67,477,premium economy,1D,TKT-67-477,https://example.com/qr/67/477
3,478,business,1E,TKT-3-478,https://example.com/qr/3/478
53,479,economy,2C,TKT-53-479,https://example.com/qr/53/479
67,480,economy,1E,TKT-67-480,https://example.com/qr/67/480
28,481,first,1E,TKT-28-481,https://example.com/qr/28/481
41,482,business,1C,TKT-41-482,https://example.com/qr/41/482
54,483,first,2C,TKT-54-483,https://example.com/qr/54/483
72,484,premium economy,1E,TKT-72-484,https://example.com/qr/72/484
34,485,economy,1F,TKT-34-485,https://example.com/qr/34/485
20,486,premium economy,1C,TKT-20-486,https://example.com/qr/20/486
56,487,economy,1C,TKT-56-487,https://example.com/qr/56/487
2,488,business,1E,TKT-2-488,https://example.com/qr/2/488
22,489,premium economy,1E,TKT-22-489,https://example.com/qr/22/489
46,490,business,1E,TKT-46-490,https://example.com/qr/46/490
99,491,economy,1D,TKT-99-491,https://example.com/qr/99/491
70,492,premium economy,1E,TKT-70-492,https://example.com/qr/70/492
80,493,premium economy,1C,TKT-80-493,https://example.com/qr/80/493
27,494,first,1E,TKT-27-494,https://example.com/qr/27/494
9,495,premium economy,1C,TKT-9-495,https://example.com/qr/9/495
1,496,premium economy,1F,TKT-1-496,https://example.com/qr/1/496
70,497,economy,1F,TKT-70-497,https://example.com/qr/70/497
67,498,business,1F,TKT-67-498,https://example.com/qr/67/498
95,499,business,1C,TKT-95-499,https://example.com/qr/95/499
97,501,business,2C,TKT-97-501,https://example.com/qr/97/501
13,502,first,1D,TKT-13-502,https://example.com/qr/13/502
18,503,first,1F,TKT-18-503,https://example.com/qr/18/503
36,504,first,2A,TKT-36-504,https://example.com/qr/36/504
2,505,first,1F,TKT-2-505,https://example.com/qr/2/505
33,506,first,1F,TKT-33-506,https://example.com/qr/33/506
58,507,economy,1B,TKT-58-507,https://example.com/qr/58/507
61,508,economy,2A,TKT-61-508,https://example.com/qr/61/508
36,509,economy,2B,TKT-36-509,https://example.com/qr/36/509
95,510,first,1D,TKT-95-510,https://example.com/qr/95/510
93,511,first,1D,TKT-93-511,https://example.com/qr/93/511
94,512,economy,2C,TKT-94-512,https://example.com/qr/94/512
31,513,premium economy,1E,TKT-31-513,https://example.com/qr/31/513
84,514,economy,1D,TKT-84-514,https://example.com/qr/84/514
9,515,business,1D,TKT-9-515,https://example.com/qr/9/515
95,516,business,1E,TKT-95-516,https://example.com/qr/95/516
74,517,economy,1C,TKT-74-517,https://example.com/qr/74/517
28,518,business,1F,TKT-28-518,https://example.com/qr/28/518
97,519,business,2D,TKT-97-519,https://example.com/qr/97/519
30,520,first,1F,TKT-30-520,https://example.com/qr/30/520
22,521,premium economy,1F,TKT-22-521,https://example.com/qr/22/521
